payload_commit_msg,repository_language
* Source/GSThemeDrawing.m (-toolbarBorderColor): Change default to [NSColor darkGrayColor] * Source/NSToolbar.m (-initWithIdentifier:): Call [self setShowsBaselineSeparator: YES] by default so the toolbar has a bottom border. git-svn-id: svn+ssh://svn.gna.org/svn/gnustep/libs/gui/trunk@34983 72102866-910b-0410-8b05-ffd578937521,Objective-C
- added compiled javascripts. YES I DID.,JavaScript
"Merge, yay",Ruby
"Main page lokos nice now, yay",JavaScript
gönderilerimi listelerken yayınlandı mı seçeneği,JavaScript
"one test passes, yay",Ruby
"[TwigBundle] Changed getAndCleanOutputBuffering() handling of systems where ob_get_level() never returns 0 Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: [![Build Status](https://secure.travis-ci.org/lencioni/symfony.png)](http://travis-ci.org/lencioni/symfony) Fixes the following tickets: - Todo: - Relying on decrementing a counter has two problems. First, and most importantly, if the output buffering nesting level is greater than the counter, the function does not perform the expected task. Secondly, on systems where the counter is needed, a lot of unnecessary extra loops would potentially occur. This approach checks to see if the level has stayed the same from the previous iteration and if it has it stops looping.",PHP
"* Source/x11/XGServerEvent.m: Make the GSModifiersAreKeys default to YES, by renaming the default to GSModifiersAreNotKeys. This should fix bug 25659; for example, in Ink you can now open the color panel with <Shift>+<Alt>+c or <Alt>+<Shift>+c. * Documentation/Back/DefaultsSummary.gsdoc: Update docs for GSModifiersAreNotKeys. git-svn-id: svn+ssh://svn.gna.org/svn/gnustep/libs/back/trunk@34984 72102866-910b-0410-8b05-ffd578937521",Objective-C
"Ah yes, the binary world of 1's and 0's strikes again - [Fix]",Java
"* Created new macros to set the max width of the right and left view controllers to 320pt, with 40pt overlayed. (Didn't make sense to show fully width -40pt on the iPad) * Updated shouldAutorotateToInterfaceOrientation to check with the root view controller, rather than returning YES",Objective-C
Renamed JS Bingo folder,Ruby
"My first (really second, but whatever) git commit - yay progit.org Booyah :)",JavaScript
Completely uncomplicate rpn.lua (yay),Lua
"Facebook synclet tests vows -> mocha. Ported over the Facebook vows tests to mocha, bringing over the fixtures as well. This involved fixing at least one serious bug in the Facebook photos synclet, so yay for that. Two-phase synclets that do entirely different things on different passes are very confusing and should probably be made less so.",JavaScript
"- Change all files to match the databases changes made on 3-22-12. Boy, am I glad that is over. - Added Add Department for admin",PHP
"working redis storage, yay",Python
"shoot() and gameOver() the ENTIRE game works now (yay). Including newGame(), and it keeps track of the scores. Next TODO: save scores to serialized files.",Java
"merged branch jakzal/SetCookieWithMultipleCookiesBugFix (PR #3823) Commits ------- 7f92833 [BrowserKit] Fixed cs. df3da28 [BrowserKit] Using assertNull instead of assertEquals. 87890d3 [BrowserKit] Fixed CookieJar issue being unable to parse multiple cookies from Set-Cookie. Discussion ---------- [BrowserKit] Fixed CookieJar being unable to parse multiple cookies Fix proposition for #3109 My fix splits value of *Set-Cookie* header by comma. Than it checks each extracted part if it starts with a cookie-name (token). If check is positive cookie is added to the list. Otherwise it's appended to the previous value. First element is always added to the list. [rfc6265](http://tools.ietf.org/html/rfc6265) defines cookie-name with token: cookie-name = token token = <token, defined in [RFC2616], Section 2.2> token is defined in [rfc2616](http://tools.ietf.org/html/rfc2616#section-2.2) as follows: token = 1*<any CHAR except CTLs or separators> CHAR = <any US-ASCII character (octets 0 - 127)> separators = ""("" | "")"" | ""<"" | "">"" | ""@"" | "","" | "";"" | "":"" | ""\"" | <""> | ""/"" | ""["" | ""]"" | ""?"" | ""="" | ""{"" | ""}"" | SP | HT That means cookie-name can be built out of following set of characters: *! # $ % & ' * + - . ^ _ ` | ~ 0-9 A-Z a-z* Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes",PHP
"Because yes, I am that good at overall appearances",C
"Because yes, I am that good at overall appearances",C
"Because yes, I am that good at overall appearances",C
Restored division in scale operation... yes it is needed,Haskell
Improved config.h generation to proccess yes/no selections appropriately,C
Changed config files to use yes/no rather than comment/uncomment,C
"merged branch jakzal/FilesystemTests (PR #3811) Commits ------- 100e97e [Filesystem] Fixed warnings in makePathRelative(). f5f5c21 [Filesystem] Fixed typos in the docblocks. d4243a2 [Filesystem] Fixed a bug in remove being unable to remove symlinks to unexisting file or directory. 11a676d [Filesystem] Added unit tests for mirror method. 8c94069 [Filesystem] Added unit tests for isAbsolutePath method. 2ee4b88 [Filesystem] Added unit tests for makePathRelative method. 21860cb [Filesystem] Added unit tests for symlink method. a041feb [Filesystem] Added unit tests for rename method. 8071859 [Filesystem] Added unit tests for chmod method. bba0080 [Filesystem] Added unit tests for remove method. 8e861b7 [Filesystem] Introduced workspace directory to limit complexity of tests. a91e200 [Filesystem] Added unit tests for touch method. 7e297db [Filesystem] Added unit tests for mkdir method. 6ac5486 [Filesystem] Added unit tests for copy method. 1c833e7 [Filesystem] Added missing docblock comment. Discussion ---------- [Filesystem] Fixed a bug in remove() being unable to unlink broken symlinks While working on test coverage for Filesystem class I discovered a bug in remove() method. Before removing a file a check is made if it exists: if (!file_exists($file)) { continue; } Problem is [file_exists()](http://php.net/file_exists) returns false if link's target file doesn't exist. Therefore remove() will fail to delete a directory containing a broken link. Solution is to handle links a bit different: if (!file_exists($file) && !is_link($file)) { continue; } Additionally, this PR improves test coverage of Filesystem component. Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes --------------------------------------------------------------------------- by cordoval at 2012-04-07T00:55:59Z ✌.|•͡˘‿•͡˘|.✌ --------------------------------------------------------------------------- by fabpot at 2012-04-07T06:12:34Z Tests do not pass for me: PHPUnit 3.6.10 by Sebastian Bergmann. Configuration read from /Users/fabien/work/symfony/git/symfony/phpunit.xml.dist .........................EE....... Time: 0 seconds, Memory: 5.25Mb There were 2 errors: 1) Symfony\Component\Filesystem\Tests\FilesystemTest::testMakePathRelative with data set #0 ('/var/lib/symfony/src/Symfony/', '/var/lib/symfony/src/Symfony/Component', '../') Uninitialized string offset: 29 .../rc/Symfony/Component/Filesystem/Filesystem.php:183 .../rc/Symfony/Component/Filesystem/Tests/FilesystemTest.php:434 2) Symfony\Component\Filesystem\Tests\FilesystemTest::testMakePathRelative with data set #1 ('var/lib/symfony/', 'var/lib/symfony/src/Symfony/Component', '../../../') Uninitialized string offset: 16 .../rc/Symfony/Component/Filesystem/Filesystem.php:183 .../rc/Symfony/Component/Filesystem/Tests/FilesystemTest.php:434 FAILURES! Tests: 34, Assertions: 67, Errors: 2. --------------------------------------------------------------------------- by jakzal at 2012-04-07T07:26:15Z Sorry for this. For some reason my PHP error reporting level was to low to catch this... Should be fixed now but I needed to modify the makePathRelative() (this bug existed before).",PHP
Models yay!,Python
I can calibrate on the floor! Yay!,Python
Hallelujah I refactored the Conversation filter code to use ConversationAuthorization. Accounts for all cases of filtering Conversation Resource. Also changed dashboard to a grid.,JavaScript
"merged branch jakzal/FilesystemTests (PR #3811) Commits ------- 100e97e [Filesystem] Fixed warnings in makePathRelative(). f5f5c21 [Filesystem] Fixed typos in the docblocks. d4243a2 [Filesystem] Fixed a bug in remove being unable to remove symlinks to unexisting file or directory. 11a676d [Filesystem] Added unit tests for mirror method. 8c94069 [Filesystem] Added unit tests for isAbsolutePath method. 2ee4b88 [Filesystem] Added unit tests for makePathRelative method. 21860cb [Filesystem] Added unit tests for symlink method. a041feb [Filesystem] Added unit tests for rename method. 8071859 [Filesystem] Added unit tests for chmod method. bba0080 [Filesystem] Added unit tests for remove method. 8e861b7 [Filesystem] Introduced workspace directory to limit complexity of tests. a91e200 [Filesystem] Added unit tests for touch method. 7e297db [Filesystem] Added unit tests for mkdir method. 6ac5486 [Filesystem] Added unit tests for copy method. 1c833e7 [Filesystem] Added missing docblock comment. Discussion ---------- [Filesystem] Fixed a bug in remove() being unable to unlink broken symlinks While working on test coverage for Filesystem class I discovered a bug in remove() method. Before removing a file a check is made if it exists: if (!file_exists($file)) { continue; } Problem is [file_exists()](http://php.net/file_exists) returns false if link's target file doesn't exist. Therefore remove() will fail to delete a directory containing a broken link. Solution is to handle links a bit different: if (!file_exists($file) && !is_link($file)) { continue; } Additionally, this PR improves test coverage of Filesystem component. Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes --------------------------------------------------------------------------- by cordoval at 2012-04-07T00:55:59Z ✌.|•͡˘‿•͡˘|.✌ --------------------------------------------------------------------------- by fabpot at 2012-04-07T06:12:34Z Tests do not pass for me: PHPUnit 3.6.10 by Sebastian Bergmann. Configuration read from /Users/fabien/work/symfony/git/symfony/phpunit.xml.dist .........................EE....... Time: 0 seconds, Memory: 5.25Mb There were 2 errors: 1) Symfony\Component\Filesystem\Tests\FilesystemTest::testMakePathRelative with data set #0 ('/var/lib/symfony/src/Symfony/', '/var/lib/symfony/src/Symfony/Component', '../') Uninitialized string offset: 29 .../rc/Symfony/Component/Filesystem/Filesystem.php:183 .../rc/Symfony/Component/Filesystem/Tests/FilesystemTest.php:434 2) Symfony\Component\Filesystem\Tests\FilesystemTest::testMakePathRelative with data set #1 ('var/lib/symfony/', 'var/lib/symfony/src/Symfony/Component', '../../../') Uninitialized string offset: 16 .../rc/Symfony/Component/Filesystem/Filesystem.php:183 .../rc/Symfony/Component/Filesystem/Tests/FilesystemTest.php:434 FAILURES! Tests: 34, Assertions: 67, Errors: 2. --------------------------------------------------------------------------- by jakzal at 2012-04-07T07:26:15Z Sorry for this. For some reason my PHP error reporting level was to low to catch this... Should be fixed now but I needed to modify the makePathRelative() (this bug existed before).",PHP
