payload_commit_msg,repository_language
"Merge remote-tracking branch 'origin/multiplayer' * origin/multiplayer: Sync register status reads, sets some flags in PPU, likely not needed. white space. IT FUCKING WORKS. Add crontrol reg updates to be mirrored. White Space. load1k and 2k vroms are never called in dr mario. sram and vram write. Render images properly. WIP, need to debug checkSprite0 IT's WORKING. Syncing the control register states, now need to sync the tile memory. You can now sync the PPU from the client. I have logging in the JSNES to figure out if this is going to be less of a burden than just sending the images. Conflicts: public/js/jsnes.js server.js",JavaScript
Making the gradients work cross-browsing. Damn you vendor-prefixes :(,JavaScript
Layouts no longer suck.. as much.,Java
added shit,Ruby
Did exercise 4.62. Fuck yeah!,Scheme
get the fuck outa here,Ruby
Working now. Fuck.,JavaScript
Bug Fix: FINALLLLYYYYY fixed the damn deprecation warning. Jesus Christ...,Ruby
damn that's a deep hole,JavaScript
wtf,Objective-C
i think the shit is done,Python
Done with shitty static pages,Ruby
Done with shitty static pages,Ruby
Fixed mac build (macs suck),C
Crap load of changes.,JavaScript
wtf,Objective-C
screwed up referrer header was sometimes being passed,Python
Damn you bukkit with your same names for different classes!!!! EntityPlayer->EntityHuman,Java
Damn you bukkit with your same names for different classes!!!! EntityPlayer->EntityHuman,Java
Sorted the damn dict,Python
"Installed postfix, apache and shitty php",Shell
"The ai now will catch up much better during the straight aways because they cheat. (So watch out for them on that final pass on the race, they may screw you over! :) haha I find that the change I made has made them quite a worthy opponent and still beatable, but not guaranteed to win. A few of my wins were lucky because the AI kept missing me with their laser.",C++
"Fix: Android 1.6 doesn't have Log.wtf(), remove it",Java
Removed bullshit,C
Roadtrip crap,JavaScript
errors suck,JavaScript
Added a crap (now) version to verifify the certificates,Java
add some half hearted crap,C
fuck commit,Python
fuck commit,Python
fuck commit,Python
Fucking templates.,Shell
Shift examples to separate dir. Work around Guido's prima donna crap.,Python
"Oops, damn version file got through",Python
Shit it's annoying,C
fuck,JavaScript
"Shit, the equation was wrong!",C
fuck yeah,C++
"Last commit was broken - I had forgotten to fix code when I stumbled upon a merge. I suck and I know it, but at least I can admit when I'm wrong. I mean, what's up with people who can't do that? It's an important part of being, y'know, a decent human being. Double being there, but I'm okay with that too.",JavaScript
"ok, so I´m a fuck up... Added some kind of frekkin alias files. Should work now, sry.",JavaScript
i suck,JavaScript
Remove some debugging crap.,Ruby
fixed DAMN passing object to pending intent-bug,Java
"FUCK YEAH, keeps connection alive :3",Python
Using process.env vars to store production redis shit now.,JavaScript
fuck ie,PHP
Attempt number two of adding more of the icons and shit,Java
fuck ie,PHP
"fix shit dancer issue, totally unexpected",Perl
fix shit,Ruby
ass: Ignore '*' prefixing style references Fixes #923,C
"Screw SOC, we'll do it live",Ruby
conflicts wtf?,Python
"Commit before mangling headers to try to get glGenBuffers to work... again, that fuck",C++
Fuck yes. Bundle the shit to one versionable file. * Update to new chaplin. * Bundle the whole thing into one file. * Remove example application.,CoffeeScript
"Detecting collisions server-side was proving to be too much of a pain in the ass. Detecting them client-side might be stupid and prone to cheating, but hey, it's not like players worldwide are going to hold tournaments and championship leagues for this game.",JavaScript
removed recompiled crap,PHP
colors suck in log files,PHP
"removed old crappy x11 impl, use a .Where for points",Go
Added air quality sensors (Twitter data still sometimes screwed),CoffeeScript
shit,ActionScript
Fixed typos and shit,Python
dat pops test if fucked or not,Java
Exploration of media queries and why don't they fucking work on the iPhone screen?,JavaScript
use hell populator,Java
luaproxy compiles. damn bugged g++.,C
proposal finished...WTF,Java
PE2.5: Fix wrong file path for cas config I screwed up the name of this file in a merge commit. Fixing.,Ruby
finished as fuck,Matlab
Damn you rack middleware,Ruby
looks like this shit is working,Haskell
- Switched the bg color over to being generated in canvas (rather than CSS) - Got rid of bg colors for mobile (screwed with FPS too much),JavaScript
work around fucked up travis-ci requests controller,Ruby
"Log locally (because crap, emails arent sending",JavaScript
ignore all the crap,Java
merging shit,Ruby
I just dont like playing with pixels and images. Just use the damn text instead of accepted answer check mark.,Java
"Custom info boxes now working, tho they look shitty and are only set on boundary mouseover (which also does funky things)",Python
"cleaned up sound crap _slightly_, seems to still work.",Clojure
Changed Script for Numerik 2_3 to match actual task... Doesn't plot anymore since plot doesn't provide any value. (Can't see shit!),Python
"starting a different direction, also a lot of crap in here to parse out later.",Java
Shit is broken,Ruby
"Add a sandbox mode This mode is similar to read-only, except it allows the client to still interact wth the current selected pane.",C
"some debugging statments still in there, but cleaned up the code for keeping hooks around with proper debug msgs so I can see wtf is going on",JavaScript
Damn broken gemspec,Ruby
I suck at dates,Ruby
babby steps for people who fuck up their databases,Java
Expense reports are bullshit,JavaScript
Added in missing description and keywords meta tags into the head. How the fuck did I forget those?!,PHP
Styling Shit,Ruby
removing the double shit,Ruby
Fixed problem with single-last-param routes and damn cleanUpParams,PHP
fuck semis,JavaScript
this hell is over. forever.,PHP
fucking thumbs.db...,Lua
its fucked,C
Merge pull request #2 from foca/master I'M IN UR CODES FIXIN' UR SHIT,Ruby
fixed some shit,Java
gallery loading was really slow because it was fetching photos from disk and creating thumbnails each time the view comes into view and when it scrolls. decided to cache that shit so that it flows smoothly. fixes #16,Objective-C
comment try again. shit,PHP
trying to make this CRAP work less CRAPPILY,Java
wtf .profile?,Shell
WTF LINUX! DO WHAT I TELL YOU YOU FUCKING PIECE OF SHIT! Merge branches 'preempt' and 'master' into preempt Conflicts: .config drivers/mtd/onenand/onenand_base.c,C
reverted a bunch of changes because wtf?,C
Made readme suck less,JavaScript
"The point of a fucking operating ssystem is to make the users life easier, but when I have to go and fix up the operating systems mistake by corrupting the files because it was too fucking lazy to finish the job I told it to... fucking Linux.",C
fixed a lot of shit,Python
fixed shit,Java
all sorts of shit,Java
git shit,Java
Steal some CLI shit from Rails.,Ruby
was dumb and used regex replace and it screwed some things up...all better,Java
"add description method to allow notes to be logged like strings. (Pretty fucking cool actually) e.g. NSLog(@""Interval: %@, %@"", interval.FirstNote, interval.NextNote);",Objective-C
Fix layout parsing. Damn macaque!,Python
hell naw motha fucka!,PHP
"Adding of all the word from lesson 21 to 29 (fuck lesson 30, too difficult)",Objective-C
eclipse stopped being a bitch,Java
stupid fucking netbeans/git deleted my files. incrementally updating to previous state...,Java
Added concatenator (still wtf),Ruby
Added debug lines for steering behavior. steering_direction stored as absolute. Screwed arond with one cow following another.,C++
"layout, and janky ass hover overs",JavaScript
"adding comments, made change to switch game state, hopefully i didn't screw up the code format :)",Java
fuck everything,Java
Fuck! I have used wrong parameters,Matlab
Save now works. Hell YEAH,Java
fuck,Java
"HOLY SHIT IT ACTUALLY ENCRYPTS DATA AND WORKS added two extra args to sms and some other stuff to make esms: esms has a key and iv, which are given as 16 character strings the message is then encrypted and sent",C
"Oh crap, I didn't have an autocomplete plugin to speak of so I left off a quote",VimL
boy do I hate these fucking things,C++
"Added some basic, constant scrolling. Don't know what I think about it just yet, but damn if it wasn't easy to do.",Python
"[28413383, 28413377] Added a bunch of crap for owners. Made it so that they can successfully add a gym and workouts to the gym",Ruby
updated readme deleted text editor's crap,C#
Fuck the dashes,Ruby
wtf,Python
removed the wtf,Python
"Bottom row of boxes spill off bottom, coordinate system is fucked. we need to rethink that (and number of boxes)",Java
wtf,Java
Had to reorganize some shit in Eclipse,Java
Stupid fucking whitespace error,JavaScript
IT FUCKING WORKS??,Java
Fixed crap.,Java
"use fallocate by default on ext4,btrfs,xfs remove the crap we call a statup script",Shell
wtf? still not working even after all the wipeout,Python
"Switch from Config::INI to Config::GitLike. This gives us most of what we need to emulate Git configuration files. I will expand the stuff in the `config` command to bring it fully up-to-speed. This introduces Moose as a dependency, but what the hell, I will switch everythiung over to Moose, then.",Perl
"fuck it, we'll do it live",Go
another teensy syntax error. damn braces,Ruby
Progress on user... overall still shitty,Objective-C
fix some nginx shit,Shell
"Revert ""Revert ""prebuilt audio libs the fucking sloppy way"""" This reverts commit 8cb36e7fdf1fface10d63ba667c62a1e635617d6.",Shell
"updated recipes to make the upload_cookbooks task a bit more straight forward (no more bullshit of tar'ing, etc)",Ruby
fuck,Ruby
fixed iago fuck up,JavaScript
Damn CoffeeScript who raped all my code.,JavaScript
Remove that shit Merge branch 'master' of github.com:mskager/PrinceOfLasers-SpaceInvader Conflicts: PrinceOfLasers-SpaceInvader/bin/controller/Gameplay.class PrinceOfLasers-SpaceInvader/bin/controller/MenuController$NewGameActionListener.class,Java
git hell again,Lua
ass 2 Indexing,Python
Shit that was deleted.. :),JavaScript
Cleanup of code Discussion had; code cleaned up after Git shit the bed. == vs. .equals() problem should be solved.,Java
Removing stupid windows shit,Ruby
burn in hell DS_Store,Go
"Wait, WTF, I missed the source files.",C
added bg and modified shit,JavaScript
Fixed this file because it got screwed up.,Java
"stop using static functions because i suck at programming, fix contexts",PHP
Color blind mode and shit,JavaScript
New Scrolling Background shit is in!!!!,Python
"Added haskell additional bits (flymake, hs-lint (requires hslint perl script - https://gist.github.com/1241073)) Added flymake-cursor which shows error in minibuffer rather than a crappy pop-up.",Emacs Lisp
Levels and shit!,ooc
Bend over bass ackwards to save a few bytes in the KeyDir. Instead of using a separate byte array for keys and values use a single byte array. This saves a 4-byte length prefix (unless the JVM magically shrinks those) and in the future with a map implementation that doesn't suck it could use the same array reference for both key and value saving 4-8 bytes for the reference to the key/value. Combine that with compressed object references and you are actually looking at a pretty space efficient implementation. Need to find a suitably licensed tree implementation to hack on. Also stop storing the length of the value in the keydir saving another four bytes. Then length is stored with the value (and header) and is CRCed by both header CRC and value CRC so they can be evaluated separately without CRCing extra bytes. The tradeoff is a lot of complexity and an extra JNI call for reads to do the CRC. My hope is that the CRC implementation of the JVM will become an intrinsic.,Java
